time,flow
1997-05-31,479.52
1997-06-01,479.52
1997-06-02,479.52
1997-06-03,479.52
1997-06-04,479.52
1997-06-05,479.52
1997-06-06,479.52
1997-06-07,479.52
1997-06-08,479.52
1997-06-09,479.52
1997-06-10,479.52
1997-06-11,479.52
1997-06-12,479.52
1997-06-13,479.52
1997-06-14,479.52
1997-06-15,479.52
1997-06-16,479.52
1997-06-17,479.52
1997-06-18,479.52
1997-06-19,479.52
1997-06-20,479.52
1997-06-21,479.52
1997-06-22,479.52
1997-06-23,479.52
1997-06-24,479.52
1997-06-25,479.52
1997-06-26,479.52
1997-06-27,479.52
1997-06-28,479.52
1997-06-29,479.52
1997-06-30,479.52
1997-07-01,479.52
1997-07-02,479.52
1997-07-03,479.52
1997-07-04,479.52
1997-07-05,479.52
1997-07-06,479.52
1997-07-07,479.52
1997-07-08,479.52
1997-07-09,479.52
1997-07-10,479.52
1997-07-11,479.52
1997-07-12,479.52
1997-07-13,479.52
1997-07-14,479.52
1997-07-15,479.52
1997-07-16,479.52
1997-07-17,479.52
1997-07-18,479.52
1997-07-19,479.52
1997-07-20,479.52
1997-07-21,479.52
1997-07-22,479.52
1997-07-23,479.52
1997-07-24,479.52
1997-07-25,479.52
1997-07-26,479.52
1997-07-27,479.52
1997-07-28,479.52
1997-07-29,479.52
1997-07-30,479.52
1997-07-31,479.52
1997-08-01,479.52
1997-08-02,479.52
1997-08-03,479.52
1997-08-04,479.52
1997-08-05,479.52
1997-08-06,479.52
1997-08-07,479.52
1997-08-08,479.52
1997-08-09,479.52
1997-08-10,479.52
1997-08-11,479.52
1997-08-12,479.52
1997-08-13,479.52
1997-08-14,479.52
1997-08-15,479.52
1997-08-16,479.52
1997-08-17,479.52
1997-08-18,479.52
1997-08-19,479.52
1997-08-20,479.52
1997-08-21,479.52
1997-08-22,479.52
1997-08-23,479.52
1997-08-24,479.52
1997-08-25,479.52
1997-08-26,479.52
1997-08-27,479.52
1997-08-28,479.52
1997-08-29,479.52
1997-08-30,479.52
1997-08-31,479.52
1997-09-01,479.52
1997-09-02,479.52
1997-09-03,479.52
1997-09-04,479.52
1997-09-05,479.52
1997-09-06,479.52
1997-09-07,479.52
1997-09-08,479.52
1997-09-09,479.52
1997-09-10,479.52
1997-09-11,479.52
1997-09-12,479.52
1997-09-13,479.52
1997-09-14,479.52
1997-09-15,479.52
1997-09-16,479.52
1997-09-17,479.52
1997-09-18,479.52
1997-09-19,479.52
1997-09-20,479.52
1997-09-21,479.52
1997-09-22,479.52
1997-09-23,479.52
1997-09-24,479.52
1997-09-25,479.52
1997-09-26,479.52
1997-09-27,479.52
1997-09-28,479.52
1997-09-29,479.52
1997-09-30,479.52
1997-10-01,479.52
1997-10-02,479.52
1997-10-03,479.52
1997-10-04,479.52
1997-10-05,479.52
1997-10-06,479.52
1997-10-07,479.52
1997-10-08,479.52
1997-10-09,479.52
1997-10-10,479.52
1997-10-11,479.52
1997-10-12,479.52
1997-10-13,479.52
1997-10-14,479.52
1997-10-15,479.52
1997-10-16,479.52
1997-10-17,479.52
1997-10-18,479.52
1997-10-19,479.52
1997-10-20,479.52
1997-10-21,479.52
1997-10-22,479.52
1997-10-23,479.52
1997-10-24,479.52
1997-10-25,479.52
1997-10-26,479.52
1997-10-27,479.52
1997-10-28,479.52
1997-10-29,479.52
1997-10-30,479.52
1997-10-31,479.52
1997-11-01,479.52
1997-11-02,479.52
1997-11-03,479.52
1997-11-04,479.52
1997-11-05,479.52
1997-11-06,479.52
1997-11-07,479.52
1997-11-08,479.52
1997-11-09,479.52
1997-11-10,479.52
1997-11-11,479.52
1997-11-12,479.52
1997-11-13,479.52
1997-11-14,479.52
1997-11-15,479.52
1997-11-16,479.52
1997-11-17,479.52
1997-11-18,479.52
1997-11-19,479.52
1997-11-20,479.52
1997-11-21,479.52
1997-11-22,479.52
1997-11-23,479.52
1997-11-24,479.52
1997-11-25,479.52
1997-11-26,479.52
1997-11-27,479.52
1997-11-28,479.52
1997-11-29,479.52
1997-11-30,479.52
1997-12-01,479.52
1997-12-02,479.52
1997-12-03,479.52
1997-12-04,479.52
1997-12-05,479.52
1997-12-06,479.52
1997-12-07,479.52
1997-12-08,479.52
1997-12-09,479.52
1997-12-10,479.52
1997-12-11,479.52
1997-12-12,479.52
1997-12-13,479.52
1997-12-14,479.52
1997-12-15,479.52
1997-12-16,479.52
1997-12-17,479.52
1997-12-18,479.52
1997-12-19,479.52
1997-12-20,479.52
1997-12-21,479.52
1997-12-22,479.52
1997-12-23,479.52
1997-12-24,479.52
1997-12-25,479.52
1997-12-26,479.52
1997-12-27,479.52
1997-12-28,479.52
1997-12-29,479.52
1997-12-30,479.52
1997-12-31,479.52
