time,flow,temp,salt,aed_oxygen_oxy,aed_silica_rsi,aed_nitrogen_amm,aed_nitrogen_nit,aed_phosphorus_frp,aed_organic_matter_pon,aed_organic_matter_don,aed_organic_matter_pop,aed_organic_matter_dop,aed_organic_matter_poc,aed_organic_matter_doc,aed_phytoplankton_phy03,aed_phytoplankton_phy07,aed_phytoplankton_phy08 
1998-10-01,687.5200452,20,0.126072,295.53125,0,2.071428571,123.5714286,1,0,0,0,0,0,0,0,0,0
1998-10-02,671.3247562,20,0.12546,295.53125,0,1.357142857,130.7142857,1.290322581,0,0,0,0,0,0,0,0,0
1998-10-03,672.6750309,20,0.126378,295.53125,0,0.035714286,116.4285714,0.806451613,0,0,0,0,0,0,0,0,0
1998-10-04,669.5881167,20,0.126684,295.53125,0,0.035714286,107.8571429,1.870967742,0,0,0,0,0,0,0,0,0
1998-10-05,647.6063651,20,0.127296,295.53125,0,0.857142857,119.2857143,0.903225806,0,0,0,0,0,0,0,0,0
1998-10-06,624.888919,20,0.121176,295.53125,0,4.714285714,121.4285714,1,0,0,0,0,0,0,0,0,0
1998-10-07,656.9381747,20,0.116892,295.53125,0,4.142857143,125,0.870967742,0,0,0,0,0,0,0,0,0
1998-10-08,627.9648228,20,0.128214,295.53125,0,2.357142857,122.8571429,1,0,0,0,0,0,0,0,0,0
1998-10-09,699.809647,20,0.130662,295.5,0,2.285714286,127.8571429,1.290322581,0,0,0,0,0,0,0,0,0
1998-10-10,655.2946231,20,0.13158,295.5,0,1.428571429,120,1.032258065,0,0,0,0,0,0,0,0,0
1998-10-11,642.4364846,20,0.131274,295.5,0,2.285714286,121.4285714,1.096774194,0,0,0,0,0,0,0,0,0
1998-10-12,632.5701704,20,0.129438,295.53125,0,1,119.2857143,0.806451613,0,0,0,0,0,0,0,0,0
1998-10-13,627.5284108,20,0.132192,295.5,0,2.714285714,120,1.032258065,0,0,0,0,0,0,0,0,0
1998-10-14,572.6946456,20,0.132804,295.5,0,1,115,0.806451613,0,0,0,0,0,0,0,0,0
1998-10-15,655.7810824,20,0.139536,295.5,0,2.428571429,122.8571429,0.612903226,0,0,0,0,0,0,0,0,0
1998-10-16,682.4692771,20,0.136476,295.5,0,0.857142857,118.5714286,0.64516129,0,0,0,0,0,0,0,0,0
1998-10-17,686.2458423,20,0.134028,295.5,0,0.285714286,114.2857143,0.548387097,0,0,0,0,0,0,0,0,0
1998-10-18,731.509573,20,0.135558,295.5,0,0.714285714,113.5714286,0.548387097,0,0,0,0,0,0,0,0,0
1998-10-19,669.4309684,20,0.130968,295.5,0,2.071428571,112.1428571,0.838709677,0,0,0,0,0,0,0,0,0
1998-10-20,655.0263699,20,0.13464,295.5,0,2.214285714,116.4285714,0.774193548,0,0,0,0,0,0,0,0,0
1998-10-21,643.8167876,20,0.135558,295.5,0,2.5,118.5714286,0.935483871,0,0,0,0,0,0,0,0,0
1998-10-22,662.3032395,20,0.132804,295.5,0,3.642857143,124.2857143,1.064516129,0,0,0,0,0,0,0,0,0
1998-10-23,668.7783523,20,0.130662,295.5,0,2.071428571,125,0.967741935,0,0,0,0,0,0,0,0,0
1998-10-24,676.5596982,20,0.132498,295.5,0,3,118.5714286,0.741935484,0,0,0,0,0,0,0,0,0
1998-10-25,709.6239121,20,0.132804,295.5,0,1.285714286,121.4285714,0.935483871,0,0,0,0,0,0,0,0,0
1998-10-26,670.8523102,20,0.1377,295.5,0,2.642857143,113.5714286,1.322580645,0,0,0,0,0,0,0,0,0
1998-10-27,683.0608355,20,0.13311,295.5,0,2.714285714,113.5714286,1.064516129,0,0,0,0,0,0,0,0,0
1998-10-28,661.0860905,20,0.131274,295.5,0,2.571428571,112.1428571,1.064516129,0,0,0,0,0,0,0,0,0
1998-10-29,663.7576125,20,0.127296,295.53125,0,1.214285714,126.4285714,1.451612903,0,0,0,0,0,0,0,0,0
1998-10-30,657.0472777,20,0.12852,295.53125,0,1.857142857,113.5714286,1.032258065,0,0,0,0,0,0,0,0,0
1998-10-31,727.2875873,20,0.13158,295.5,0,1.142857143,119.2857143,0.870967742,0,0,0,0,0,0,0,0,0
1998-11-01,695.8158768,18,0.130662,307.75,0,1.571428571,115.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1998-11-02,645.8126718,18,0.130968,307.75,0,3.285714286,120,2,0,0,0,0,0,0,0,0,0
1998-11-03,637.6569725,18,0.13005,307.75,0,2.142857143,118.5714286,1.451612903,0,0,0,0,0,0,0,0,0
1998-11-04,660.8448628,18,0.134028,307.75,0,2.285714286,119.2857143,1.096774194,0,0,0,0,0,0,0,0,0
1998-11-05,614.1697997,18,0.141678,307.75,0,2.857142857,80.71428571,0.967741935,0,0,0,0,0,0,0,0,0
1998-11-06,610.7395615,18,0.138006,307.75,0,1.857142857,120,1.032258065,0,0,0,0,0,0,0,0,0
1998-11-07,654.0624599,18,0.138006,307.75,0,2.928571429,106.4285714,1.064516129,0,0,0,0,0,0,0,0,0
1998-11-08,630.3180443,18,0.140454,307.75,0,2.5,112.8571429,0.935483871,0,0,0,0,0,0,0,0,0
1998-11-09,659.5596495,18,0.139536,307.75,0,5.142857143,107.8571429,1.032258065,0,0,0,0,0,0,0,0,0
1998-11-10,644.8908015,18,0.137394,307.75,0,3.357142857,104.2857143,1.032258065,0,0,0,0,0,0,0,0,0
1998-11-11,647.3621346,18,0.141372,307.75,0,3.285714286,112.1428571,1.032258065,0,0,0,0,0,0,0,0,0
1998-11-12,652.5260095,18,0.145656,307.71875,0,4.571428571,110,1.064516129,0,0,0,0,0,0,0,0,0
1998-11-13,638.3075867,18,0.147798,307.71875,0,3.357142857,87.85714286,0.903225806,0,0,0,0,0,0,0,0,0
1998-11-14,647.8576023,18,0.144432,307.71875,0,3.571428571,102.1428571,0.967741935,0,0,0,0,0,0,0,0,0
1998-11-15,652.224725,18,0.145962,307.71875,0,3.714285714,100.7142857,0.967741935,0,0,0,0,0,0,0,0,0
1998-11-16,669.0416008,18,0.142902,307.75,0,6.142857143,103.5714286,1.322580645,0,0,0,0,0,0,0,0,0
1998-11-17,662.8157234,18,0.141678,307.75,0,4.785714286,107.8571429,1.225806452,0,0,0,0,0,0,0,0,0
1998-11-18,652.0115238,18,0.141066,307.75,0,3.785714286,129.2857143,1.35483871,0,0,0,0,0,0,0,0,0
1998-11-19,649.9025328,18,0.148104,307.71875,0,5.142857143,101.4285714,1.096774194,0,0,0,0,0,0,0,0,0
1998-11-20,651.6411741,18,0.148104,307.71875,0,8.714285714,96.42857143,1.161290323,0,0,0,0,0,0,0,0,0
1998-11-21,647.2650429,18,0.150858,307.71875,0,8.714285714,100,0.419354839,0,0,0,0,0,0,0,0,0
1998-11-22,653.4388712,18,0.132192,307.75,0,19,131.4285714,2.677419355,0,0,0,0,0,0,0,0,0
1998-11-23,607.9289081,18,0.130662,307.75,0,4.214285714,134.2857143,1.419354839,0,0,0,0,0,0,0,0,0
1998-11-24,603.8840896,18,0.132192,307.75,0,3.571428571,134.2857143,1.225806452,0,0,0,0,0,0,0,0,0
1998-11-25,594.6493717,18,0.13311,307.75,0,5.571428571,127.1428571,1.193548387,0,0,0,0,0,0,0,0,0
1998-11-26,620.7790391,18,0.13311,307.75,0,3.5,134.2857143,1.35483871,0,0,0,0,0,0,0,0,0
1998-11-27,626.9538684,18,0.132804,307.75,0,2.357142857,127.8571429,1.451612903,0,0,0,0,0,0,0,0,0
1998-11-28,634.1676785,18,0.131274,307.75,0,1.357142857,132.1428571,1.064516129,0,0,0,0,0,0,0,0,0
1998-11-29,631.5562132,18,0.132804,307.75,0,2.428571429,137.1428571,1.258064516,0,0,0,0,0,0,0,0,0
1998-11-30,642.6626981,18,0.136476,307.75,0,12.92857143,159.2857143,2.161290323,0,0,0,0,0,0,0,0,0
1998-12-01,618.2876872,15.5,0.133416,324.375,0,6.785714286,136.4285714,1.516129032,0,0,0,0,0,0,0,0,0
1998-12-02,649.0647419,15.5,0.133416,324.375,0,2.857142857,136.4285714,1.096774194,0,0,0,0,0,0,0,0,0
1998-12-03,684.3590611,15.5,0.135252,324.375,0,3.5,81.42857143,1.064516129,0,0,0,0,0,0,0,0,0
1998-12-04,699.610459,15.5,0.135558,324.375,0,0.928571429,120.7142857,0.709677419,0,0,0,0,0,0,0,0,0
1998-12-05,697.5795417,15.5,0.134946,324.375,0,0.785714286,115,0.741935484,0,0,0,0,0,0,0,0,0
1998-12-06,717.2501115,15.5,0.134946,324.375,0,1.642857143,106.4285714,0.677419355,0,0,0,0,0,0,0,0,0
1998-12-07,695.7648286,15.5,0.132498,324.375,0,5.214285714,132.1428571,1.129032258,0,0,0,0,0,0,0,0,0
1998-12-08,727.4997876,15.5,0.134028,324.375,0,4.928571429,130.7142857,1.322580645,0,0,0,0,0,0,0,0,0
1998-12-09,693.8330048,15.5,0.133722,324.375,0,5.5,134.2857143,1.322580645,0,0,0,0,0,0,0,0,0
1998-12-10,700.6144068,15.5,0.135558,324.375,0,3.214285714,102.8571429,1.161290323,0,0,0,0,0,0,0,0,0
1998-12-11,683.4972475,15.5,0.135252,324.375,0,4.357142857,109.2857143,0.935483871,0,0,0,0,0,0,0,0,0
1998-12-12,676.871993,15.5,0.135864,324.375,0,0.357142857,116.4285714,0.935483871,0,0,0,0,0,0,0,0,0
1998-12-13,662.6565731,15.5,0.1377,324.375,0,1.928571429,110.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1998-12-14,643.6866648,15.5,0.140148,324.375,0,3.928571429,145,1.387096774,0,0,0,0,0,0,0,0,0
1998-12-15,655.405728,15.5,0.13923,324.375,0,3.714285714,135.7142857,1.35483871,0,0,0,0,0,0,0,0,0
1998-12-16,641.864945,15.5,0.14076,324.375,0,3.785714286,142.1428571,1.322580645,0,0,0,0,0,0,0,0,0
1998-12-17,643.1171271,15.5,0.142596,324.375,0,1.214285714,127.1428571,1.161290323,0,0,0,0,0,0,0,0,0
1998-12-18,655.4888065,15.5,0.143514,324.375,0,0.035714286,127.1428571,1.064516129,0,0,0,0,0,0,0,0,0
1998-12-19,666.2279446,15.5,0.14382,324.375,0,0.035714286,135.7142857,0.903225806,0,0,0,0,0,0,0,0,0
1998-12-20,666.730419,15.5,0.142596,324.375,0,1.571428571,122.1428571,0.870967742,0,0,0,0,0,0,0,0,0
1998-12-21,660.114173,15.5,0.141066,324.375,0,3.571428571,120.7142857,1.129032258,0,0,0,0,0,0,0,0,0
1998-12-22,678.9219282,15.5,0.141678,324.375,0,1.071428571,119.2857143,1.096774194,0,0,0,0,0,0,0,0,0
1998-12-23,674.272539,15.5,0.138312,324.375,0,2.214285714,117.1428571,0.967741935,0,0,0,0,0,0,0,0,0
1998-12-24,710.4737143,15.5,0.125154,324.40625,0,1.142857143,110,0.709677419,0,0,0,0,0,0,0,0,0
1998-12-25,736.5393212,15.5,0.141066,324.375,0,2.214285714,127.8571429,1.064516129,0,0,0,0,0,0,0,0,0
1998-12-26,787.7076261,15.5,0.14688,324.34375,0,7.071428571,139.2857143,1.387096774,0,0,0,0,0,0,0,0,0
1998-12-27,850.2036247,15.5,0.147798,324.34375,0,6.571428571,137.8571429,2.258064516,0,0,0,0,0,0,0,0,0
1998-12-28,771.4502785,15.5,0.132498,324.375,0,6.642857143,149.2857143,1.548387097,0,0,0,0,0,0,0,0,0
1998-12-29,707.7761677,15.5,0.138924,324.375,0,5.071428571,152.1428571,1.483870968,0,0,0,0,0,0,0,0,0
1998-12-30,720.3820682,15.5,0.135864,324.375,0,4.785714286,145.7142857,1.451612903,0,0,0,0,0,0,0,0,0
1998-12-31,763.3986775,15.5,0.152388,324.34375,0,3.857142857,133.5714286,1.451612903,0,0,0,0,0,0,0,0,0
1999-01-01,811.6415648,14.5,0.155142,331.4375,0,7.357142857,145.7142857,1.451612903,0,0,0,0,0,0,0,0,0
1999-01-02,800.0954433,14.5,0.155754,331.4375,0,5.642857143,148.5714286,1.870967742,0,0,0,0,0,0,0,0,0
1999-01-03,826.8090563,14.5,0.152694,331.4375,0,3.928571429,142.1428571,1.806451613,0,0,0,0,0,0,0,0,0
1999-01-04,821.2748497,14.5,0.153306,331.4375,0,5.071428571,142.8571429,1.64516129,0,0,0,0,0,0,0,0,0
1999-01-05,826.6067563,14.5,0.152082,331.4375,0,6.642857143,142.1428571,1.935483871,0,0,0,0,0,0,0,0,0
1999-01-06,804.5220073,14.5,0.149328,331.4375,0,1,132.8571429,1.903225806,0,0,0,0,0,0,0,0,0
1999-01-07,739.7259227,14.5,0.136476,331.46875,0,0.035714286,127.8571429,0.709677419,0,0,0,0,0,0,0,0,0
1999-01-08,720.6316082,14.5,0.137088,331.46875,0,0.035714286,128.5714286,0.774193548,0,0,0,0,0,0,0,0,0
1999-01-09,698.7020894,14.5,0.135864,331.46875,0,0.035714286,169.2857143,1.516129032,0,0,0,0,0,0,0,0,0
1999-01-10,781.1463441,14.5,0.141678,331.46875,0,6.142857143,155,0.838709677,0,0,0,0,0,0,0,0,0
1999-01-11,718.928082,14.5,0.135558,331.46875,0,4,107.1428571,1.064516129,0,0,0,0,0,0,0,0,0
1999-01-12,724.1438163,14.5,0.135864,331.46875,0,4,124.2857143,1.258064516,0,0,0,0,0,0,0,0,0
1999-01-13,746.4779351,14.5,0.134946,331.46875,0,2.857142857,117.8571429,1,0,0,0,0,0,0,0,0,0
1999-01-14,759.2508758,14.5,0.133722,331.46875,0,0.928571429,124.2857143,0.967741935,0,0,0,0,0,0,0,0,0
1999-01-15,757.461222,14.5,0.133416,331.5,0,1.5,126.4285714,1.225806452,0,0,0,0,0,0,0,0,0
1999-01-16,736.8116011,14.5,0.133416,331.5,0,1.285714286,117.8571429,1.064516129,0,0,0,0,0,0,0,0,0
1999-01-17,715.1254432,14.5,0.132192,331.5,0,1.5,120,0.903225806,0,0,0,0,0,0,0,0,0
1999-01-18,743.7428793,14.5,0.126378,331.5,0,8.857142857,135.7142857,4.096774194,0,0,0,0,0,0,0,0,0
1999-01-19,949.8605265,14.5,0.127296,331.5,0,7.428571429,143.5714286,1.935483871,0,0,0,0,0,0,0,0,0
1999-01-20,1036.284683,14.5,0.130662,331.5,0,2.642857143,143.5714286,1.064516129,0,0,0,0,0,0,0,0,0
1999-01-21,906.5613191,14.5,0.14382,331.46875,0,6.142857143,152.1428571,1.387096774,0,0,0,0,0,0,0,0,0
1999-01-22,861.5225321,14.5,0.141372,331.46875,0,2.714285714,145.7142857,1.161290323,0,0,0,0,0,0,0,0,0
1999-01-23,833.7894073,14.5,0.140454,331.46875,0,4.285714286,143.5714286,1.35483871,0,0,0,0,0,0,0,0,0
1999-01-24,825.9828311,14.5,0.139536,331.46875,0,3.642857143,139.2857143,1.451612903,0,0,0,0,0,0,0,0,0
1999-01-25,812.1613355,14.5,0.14076,331.46875,0,7.785714286,137.8571429,1.548387097,0,0,0,0,0,0,0,0,0
1999-01-26,823.971849,14.5,0.143208,331.46875,0,6.285714286,134.2857143,1.870967742,0,0,0,0,0,0,0,0,0
1999-01-27,808.7492758,14.5,0.14229,331.46875,0,7.5,137.8571429,1.903225806,0,0,0,0,0,0,0,0,0
1999-01-28,942.476577,14.5,0.136476,331.46875,0,2.857142857,142.1428571,1.451612903,0,0,0,0,0,0,0,0,0
1999-01-29,925.5675029,14.5,0.13617,331.46875,0,1,147.8571429,1.548387097,0,0,0,0,0,0,0,0,0
1999-01-30,895.0672748,14.5,0.135558,331.46875,0,0.714285714,140,1.419354839,0,0,0,0,0,0,0,0,0
1999-01-31,919.8109667,14.5,0.13158,331.5,0,1,137.1428571,1.193548387,0,0,0,0,0,0,0,0,0
1999-02-01,845.4146632,14.5,0.127296,331.5,0,5,140.7142857,1.548387097,0,0,0,0,0,0,0,0,0
1999-02-02,817.0811354,14.5,0.124236,331.5,0,2.785714286,132.8571429,1.387096774,0,0,0,0,0,0,0,0,0
1999-02-03,802.2406666,14.5,0.1224,331.5,0,2.857142857,125.7142857,1.161290323,0,0,0,0,0,0,0,0,0
1999-02-04,795.6613156,14.5,0.127908,331.5,0,3.571428571,130,1,0,0,0,0,0,0,0,0,0
1999-02-05,814.1178324,14.5,0.127602,331.5,0,3,127.1428571,0.935483871,0,0,0,0,0,0,0,0,0
1999-02-06,868.6469983,14.5,0.127602,331.5,0,5.5,140.7142857,1.290322581,0,0,0,0,0,0,0,0,0
1999-02-07,851.4570466,14.5,0.124236,331.5,0,2.928571429,139.2857143,1.161290323,0,0,0,0,0,0,0,0,0
1999-02-08,865.4551348,14.5,0.123012,331.5,0,2.642857143,136.4285714,1.483870968,0,0,0,0,0,0,0,0,0
1999-02-09,926.0705996,14.5,0.124848,331.5,0,3.428571429,150,1.451612903,0,0,0,0,0,0,0,0,0
1999-02-10,908.4345056,14.5,0.124236,331.5,0,3.785714286,137.1428571,1.935483871,0,0,0,0,0,0,0,0,0
1999-02-11,889.3491977,14.5,0.122706,331.5,0,2.214285714,126.4285714,1.193548387,0,0,0,0,0,0,0,0,0
1999-02-12,887.1244748,14.5,0.121176,331.5,0,0.571428571,122.1428571,1.161290323,0,0,0,0,0,0,0,0,0
1999-02-13,880.793646,14.5,0.119646,331.5,0,0.571428571,135.7142857,1.064516129,0,0,0,0,0,0,0,0,0
1999-02-14,824.9120801,14.5,0.117504,331.53125,0,3.5,99.28571429,1.548387097,0,0,0,0,0,0,0,0,0
1999-02-15,935.5054608,14.5,0.115668,331.53125,0,2.357142857,116.4285714,1.387096774,0,0,0,0,0,0,0,0,0
1999-02-16,855.5761275,14.5,0.115362,331.53125,0,2,120,1.451612903,0,0,0,0,0,0,0,0,0
1999-02-17,797.314138,14.5,0.1224,331.5,0,2.428571429,120,1.451612903,0,0,0,0,0,0,0,0,0
1999-02-18,802.0041214,14.5,0.121482,331.5,0,3,115,1.677419355,0,0,0,0,0,0,0,0,0
1999-02-19,809.0974842,14.5,0.122706,331.5,0,3.428571429,122.8571429,1.774193548,0,0,0,0,0,0,0,0,0
1999-02-20,925.4308296,14.5,0.12393,331.5,0,3.214285714,114.2857143,1.419354839,0,0,0,0,0,0,0,0,0
1999-02-21,932.9833097,14.5,0.123318,331.5,0,1.285714286,123.5714286,0.967741935,0,0,0,0,0,0,0,0,0
1999-02-22,887.1444364,14.5,0.123012,331.5,0,1.857142857,120.7142857,1,0,0,0,0,0,0,0,0,0
1999-02-23,869.1270754,14.5,0.121176,331.5,0,2.142857143,111.4285714,0.806451613,0,0,0,0,0,0,0,0,0
1999-02-24,859.9417345,14.5,0.121176,331.5,0,1,117.8571429,1,0,0,0,0,0,0,0,0,0
1999-02-25,871.1661552,14.5,0.121482,331.5,0,1.714285714,120.7142857,0.806451613,0,0,0,0,0,0,0,0,0
1999-02-26,813.9940703,14.5,0.118422,331.5,0,1.642857143,118.5714286,0.709677419,0,0,0,0,0,0,0,0,0
1999-02-27,904.3743114,14.5,0.116892,331.53125,0,1.857142857,113.5714286,0.903225806,0,0,0,0,0,0,0,0,0
1999-02-28,866.798552,14.5,0.120258,331.5,0,1.642857143,115.7142857,1,0,0,0,0,0,0,0,0,0
1999-03-01,841.2161986,16,0.122094,320.9375,0,1.357142857,114.2857143,0.903225806,0,0,0,0,0,0,0,0,0
1999-03-02,781.0778127,16,0.120258,320.96875,0,1.357142857,119.2857143,1.161290323,0,0,0,0,0,0,0,0,0
1999-03-03,798.2634999,16,0.119646,320.96875,0,0.571428571,115.7142857,0.935483871,0,0,0,0,0,0,0,0,0
1999-03-04,813.9927559,16,0.120564,320.96875,0,0.785714286,119.2857143,0.903225806,0,0,0,0,0,0,0,0,0
1999-03-05,781.0728043,16,0.121482,320.96875,0,0.785714286,119.2857143,0.741935484,0,0,0,0,0,0,0,0,0
1999-03-06,777.6771361,16,0.12087,320.96875,0,1.571428571,110,0.967741935,0,0,0,0,0,0,0,0,0
1999-03-07,773.2237022,16,0.120564,320.96875,0,1,102.1428571,0.677419355,0,0,0,0,0,0,0,0,0
1999-03-08,754.7789133,16,0.125766,320.9375,0,1.142857143,96.42857143,0.677419355,0,0,0,0,0,0,0,0,0
1999-03-09,745.9431643,16,0.12699,320.9375,0,0.035714286,114.2857143,0.741935484,0,0,0,0,0,0,0,0,0
1999-03-10,765.7953024,16,0.129438,320.9375,0,0.357142857,112.1428571,0.677419355,0,0,0,0,0,0,0,0,0
1999-03-11,733.2519795,16,0.126378,320.9375,0,0.035714286,107.8571429,0.64516129,0,0,0,0,0,0,0,0,0
1999-03-12,664.0745052,16,0.12393,320.9375,0,2.714285714,109.2857143,0.774193548,0,0,0,0,0,0,0,0,0
1999-03-13,663.4123999,16,0.12699,320.9375,0,7.857142857,114.2857143,1,0,0,0,0,0,0,0,0,0
1999-03-14,704.7814552,16,0.124236,320.9375,0,4.285714286,112.8571429,0.806451613,0,0,0,0,0,0,0,0,0
1999-03-15,726.1110596,16,0.126684,320.9375,0,5.5,113.5714286,0.451612903,0,0,0,0,0,0,0,0,0
1999-03-16,796.8030621,16,0.124236,320.9375,0,1.642857143,120.7142857,0.483870968,0,0,0,0,0,0,0,0,0
1999-03-17,723.0709849,16,0.12393,320.9375,0,1.214285714,116.4285714,0.806451613,0,0,0,0,0,0,0,0,0
1999-03-18,677.6431546,16,0.12393,320.9375,0,0.285714286,117.8571429,0.741935484,0,0,0,0,0,0,0,0,0
1999-03-19,636.3622465,16,0.124848,320.9375,0,3.428571429,114.2857143,1.193548387,0,0,0,0,0,0,0,0,0
1999-03-20,637.5472245,16,0.127602,320.9375,0,2.428571429,118.5714286,1.483870968,0,0,0,0,0,0,0,0,0
1999-03-21,757.3982857,16,0.130968,320.9375,0,3.428571429,118.5714286,1.451612903,0,0,0,0,0,0,0,0,0
1999-03-22,1219.892303,16,0.128826,320.9375,0,0.357142857,119.2857143,0.580645161,0,0,0,0,0,0,0,0,0
1999-03-23,1132.457352,16,0.133722,320.9375,0,0.357142857,114.2857143,0.419354839,0,0,0,0,0,0,0,0,0
1999-03-24,1020.618666,16,0.132804,320.9375,0,0.285714286,110,0.193548387,0,0,0,0,0,0,0,0,0
1999-03-25,987.3100655,16,0.12699,320.9375,0,0.214285714,107.1428571,0.064516129,0,0,0,0,0,0,0,0,0
1999-03-26,1007.133155,16,0.133416,320.9375,0,0.428571429,102.1428571,0.548387097,0,0,0,0,0,0,0,0,0
1999-03-27,938.8972525,16,0.135864,320.9375,0,0.214285714,103.5714286,0.774193548,0,0,0,0,0,0,0,0,0
1999-03-28,994.2827046,16,0.132498,320.9375,0,0.214285714,102.8571429,0.709677419,0,0,0,0,0,0,0,0,0
1999-03-29,982.6372655,16,0.138006,320.90625,0,0.214285714,99.28571429,0.935483871,0,0,0,0,0,0,0,0,0
1999-03-30,862.0309436,16,0.13617,320.9375,0,0.214285714,98.57142857,0.709677419,0,0,0,0,0,0,0,0,0
1999-03-31,886.5879353,16.2,0.137394,319.5625,0,0.214285714,100,1.161290323,0,0,0,0,0,0,0,0,0
1999-04-01,927.0373146,16.4,0.13617,318.21875,0,0.214285714,97.14285714,0.548387097,0,0,0,0,0,0,0,0,0
1999-04-02,992.3799329,16.6,0.134028,316.875,0,3,105.7142857,0.709677419,0,0,0,0,0,0,0,0,0
1999-04-03,1089.50078,16.8,0.132498,315.53125,0,1,107.1428571,0.709677419,0,0,0,0,0,0,0,0,0
1999-04-04,1005.187595,17,0.131886,314.21875,0,1.571428571,99.28571429,0.419354839,0,0,0,0,0,0,0,0,0
1999-04-05,974.1126104,17.2,0.131886,312.90625,0,2.071428571,103.5714286,0.612903226,0,0,0,0,0,0,0,0,0
1999-04-06,921.7980441,17.4,0.128214,311.625,0,2,102.8571429,0.741935484,0,0,0,0,0,0,0,0,0
1999-04-07,967.8565408,17.6,0.127296,310.3125,0,1.357142857,102.1428571,0.806451613,0,0,0,0,0,0,0,0,0
1999-04-08,966.7656105,17.8,0.125766,309.03125,0,2.857142857,104.2857143,1,0,0,0,0,0,0,0,0,0
1999-04-09,886.6899233,18,0.124236,307.78125,0,2.285714286,102.1428571,0.774193548,0,0,0,0,0,0,0,0,0
1999-04-10,870.2358091,18.2,0.12546,306.5,0,1.642857143,97.14285714,0.903225806,0,0,0,0,0,0,0,0,0
1999-04-11,855.4205948,18,0.12393,307.78125,0,1.357142857,105,0.741935484,0,0,0,0,0,0,0,0,0
1999-04-12,802.1773854,17.5,0.126378,310.96875,0,0.285714286,105.7142857,0.709677419,0,0,0,0,0,0,0,0,0
1999-04-13,798.4558004,17.25,0.123012,312.59375,0,0.214285714,97.85714286,0.774193548,0,0,0,0,0,0,0,0,0
1999-04-14,791.3582419,17,0.123624,314.25,0,0.285714286,100.7142857,0.548387097,0,0,0,0,0,0,0,0,0
1999-04-15,767.9047429,17.5,0.123624,310.96875,0,0.285714286,98.57142857,0.612903226,0,0,0,0,0,0,0,0,0
1999-04-16,771.9709377,17.3,0.130356,312.25,0,0.035714286,99.28571429,0.483870968,0,0,0,0,0,0,0,0,0
1999-04-17,765.6988397,17.1,0.129744,313.5625,0,1.928571429,105,0.903225806,0,0,0,0,0,0,0,0,0
1999-04-18,761.3441344,17,0.124236,314.25,0,2.071428571,107.8571429,0.870967742,0,0,0,0,0,0,0,0,0
1999-04-19,730.8652045,17,0.125766,314.21875,0,1.928571429,105,0.741935484,0,0,0,0,0,0,0,0,0
1999-04-20,712.1010029,17.5,0.126684,310.96875,0,2.071428571,98.57142857,0.741935484,0,0,0,0,0,0,0,0,0
1999-04-21,725.5107302,18,0.125766,307.78125,0,2.071428571,107.8571429,0.774193548,0,0,0,0,0,0,0,0,0
1999-04-22,725.022867,18.5,0.121176,304.625,0,3.285714286,108.5714286,0.806451613,0,0,0,0,0,0,0,0,0
1999-04-23,685.9026471,19,0.120564,301.53125,0,2.642857143,107.8571429,1.032258065,0,0,0,0,0,0,0,0,0
1999-04-24,689.7945334,19.5,0.12087,298.5,0,2.714285714,110,1.096774194,0,0,0,0,0,0,0,0,0
1999-04-25,683.3300951,20,0.123318,295.53125,0,3.142857143,108.5714286,1.032258065,0,0,0,0,0,0,0,0,0
1999-04-26,655.9055698,20,0.126684,295.53125,0,1.214285714,105,0.612903226,0,0,0,0,0,0,0,0,0
1999-04-27,636.7747193,20,0.124236,295.53125,0,0.928571429,110,1,0,0,0,0,0,0,0,0,0
1999-04-28,622.756916,20,0.124848,295.53125,0,1.428571429,111.4285714,1.258064516,0,0,0,0,0,0,0,0,0
1999-04-29,627.5353711,19,0.125766,301.53125,0,1.928571429,111.4285714,1.032258065,0,0,0,0,0,0,0,0,0
1999-04-30,573.4085983,19,0.129744,301.53125,0,2.714285714,112.8571429,1.161290323,0,0,0,0,0,0,0,0,0
1999-05-01,547.7223244,19,0.123624,301.53125,0,0.428571429,113.5714286,1.064516129,0,0,0,0,0,0,0,0,0
1999-05-02,540.40764,19,0.12546,301.53125,0,1.571428571,117.8571429,1.032258065,0,0,0,0,0,0,0,0,0
1999-05-03,515.6251124,20,0.11934,295.53125,0,0.357142857,113.5714286,0.451612903,0,0,0,0,0,0,0,0,0
1999-05-04,457.9806285,21,0.127602,289.71875,0,0.357142857,117.8571429,0.548387097,0,0,0,0,0,0,0,0,0
1999-05-05,520.0411852,22,0.123012,284.125,0,0.035714286,111.4285714,0.838709677,0,0,0,0,0,0,0,0,0
1999-05-06,456.9813492,21,0.1224,289.71875,0,0.214285714,105.7142857,0.838709677,0,0,0,0,0,0,0,0,0
1999-05-07,492.8752212,20.6,0.12546,292.03125,0,1.714285714,113.5714286,1,0,0,0,0,0,0,0,0,0
1999-05-08,495.8039013,20.3,0.128214,293.75,0,0.035714286,107.1428571,1,0,0,0,0,0,0,0,0,0
1999-05-09,586.5689314,20,0.129744,295.53125,0,0.035714286,110,0.806451613,0,0,0,0,0,0,0,0,0
1999-05-10,535.315024,20,0.13923,295.5,0,1.071428571,109.2857143,0.806451613,0,0,0,0,0,0,0,0,0
